food_item,category,calories_kcal,protein_,carbohydrates_,fat_,fiber_,sugars_,sodium_(mg),cholesterol_(mg),meal_type,water_intake_(ml),impact_tags,image,timestamp,quantity,calculated_tags
Moong Dal,,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['highCarb', 'highFibre', 'gutFriendly', 'energyBoost', 'wholeFood']",,2025-11-24,100g,"['gutFriendly', 'energyBoost', 'highFibre', 'highCarb']"
Masoor Dal,,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['highCarb', 'highFibre', 'gutFriendly', 'energyBoost', 'wholeFood']",,2025-11-24,100g,"['gutFriendly', 'energyBoost', 'highFibre', 'highCarb']"
Toor Dal,,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['highCarb', 'highFibre', 'gutFriendly', 'energyBoost', 'wholeFood']",,2025-11-24,100g,"['gutFriendly', 'energyBoost', 'highFibre', 'highCarb']"
White Rice,,130.0,2.5,28.0,0.3,0.5,0.0,,,,,"['lowProtein', 'noAddedSugar', 'high_glycemic', 'highCarb', 'lowFibre', 'energyBoost']",,2025-11-24,100g,"['lowProtein', 'noAddedSugar', 'highCarb', 'lowFibre', 'energyBoost']"
Brown Rice,,130.0,2.5,28.0,0.3,0.5,0.0,,,,,"['lowProtein', 'noAddedSugar', 'high_glycemic', 'highCarb', 'lowFibre', 'energyBoost']",,2025-11-24,100g,"['lowProtein', 'noAddedSugar', 'highCarb', 'lowFibre', 'energyBoost']"
Palak Sabzi,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,2025-11-24,100g,"['lowProtein', 'energyBoost', 'lowFibre']"
Bhindi Sabzi,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,2025-11-24,100g,"['lowProtein', 'energyBoost', 'lowFibre']"
Paneer,,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,2025-11-24,100g,"['highProtein', 'lowFibre', 'lowCarb']"
Samosa,,262.0,4.0,24.0,17.0,2.0,1.0,,,,,"['lowProtein', 'energyBoost', 'processed', 'lowFibre']",,2025-11-24,1 piece,"['lowProtein', 'energyBoost', 'lowFibre']"
Bhel,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,2025-11-24,100g,"['lowProtein', 'energyBoost', 'lowFibre']"
Chai,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,2025-11-24,1 cup,"['lowProtein', 'energyBoost', 'lowFibre']"
Coffee with Milk,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'lowFibre', 'caffeine', 'energyBoost', 'wholeFood']",,2025-11-24,1 cup,"['lowProtein', 'energyBoost', 'caffeine', 'lowFibre']"
Papaya,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,2025-11-24,100g,"['lowProtein', 'energyBoost', 'lowFibre']"
Apple,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,2025-11-24,1,"['lowProtein', 'energyBoost', 'lowFibre']"
Mango,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,2025-11-24,100g,"['lowProtein', 'energyBoost', 'lowFibre']"
Idli,Indian,60.0,2.0,12.0,0.4,1.0,0.5,,,,,"['lowProtein', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'lowFibre']"
Dosa,Indian,168.0,3.0,25.0,5.0,1.0,1.0,,,,,"['lowProtein', 'highCarb', 'lowFibre', 'energyBoost', 'wholeFood']",,,,"['lowProtein', 'energyBoost', 'highCarb', 'lowFibre']"
Masala Dosa,Indian,168.0,3.0,25.0,5.0,1.0,1.0,,,,,"['lowProtein', 'highCarb', 'lowFibre', 'energyBoost', 'wholeFood']",,,,"['lowProtein', 'energyBoost', 'highCarb', 'lowFibre']"
Uttapam,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Sambar,Indian,70.0,3.0,10.0,2.0,2.0,3.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'lowCarb']",,,,"['lowProtein', 'lowFibre', 'lowCarb']"
Upma,Indian,180.0,4.0,25.0,7.0,3.0,2.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'highCarb']",,,,"['lowProtein', 'energyBoost', 'highCarb']"
Pongal,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Vada,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Medu Vada,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Poha,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'lowFibre', 'high_glycemic']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Sabudana Khichdi,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Thepla,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Paratha,Indian,260.0,5.0,38.0,10.0,4.0,2.0,,,,,"['lowProtein', 'high_glycemic', 'highCarb', 'gutFriendly', 'energyBoost']",,,,"['lowProtein', 'energyBoost', 'gutFriendly', 'highCarb']"
Aloo Paratha,Indian,260.0,5.0,38.0,10.0,4.0,2.0,,,,,"['lowProtein', 'high_glycemic', 'highCarb', 'gutFriendly', 'energyBoost']",,,,"['lowProtein', 'energyBoost', 'gutFriendly', 'highCarb']"
Paneer Paratha,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['lowCarb', 'highProtein', 'lowFibre', 'high_glycemic']",,,,"['highProtein', 'lowFibre', 'lowCarb']"
Chapati,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Roti,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Naan,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Butter Naan,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Tandoori Roti,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Puri,Indian,101.0,2.0,11.0,6.0,1.0,0.5,,,,,"['lowProtein', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'lowFibre']"
Bhatura,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'processed', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Chole,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Rajma,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Dal Tadka,Indian,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['highCarb', 'highFibre', 'gutFriendly', 'energyBoost', 'wholeFood']",,,,"['gutFriendly', 'energyBoost', 'highFibre', 'highCarb']"
Dal Fry,Indian,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['highCarb', 'highFibre', 'gutFriendly', 'energyBoost', 'wholeFood']",,,,"['gutFriendly', 'energyBoost', 'highFibre', 'highCarb']"
Moong Dal,Indian,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['highCarb', 'highFibre', 'gutFriendly', 'energyBoost', 'wholeFood']",,,,"['gutFriendly', 'energyBoost', 'highFibre', 'highCarb']"
Masoor Dal,Indian,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['highCarb', 'highFibre', 'gutFriendly', 'energyBoost', 'wholeFood']",,,,"['gutFriendly', 'energyBoost', 'highFibre', 'highCarb']"
Chana Dal,Indian,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['highCarb', 'highFibre', 'gutFriendly', 'energyBoost', 'wholeFood']",,,,"['gutFriendly', 'energyBoost', 'highFibre', 'highCarb']"
Khichdi,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Biryani,Indian,290.0,10.0,40.0,10.0,2.0,2.0,,,,,"['energyBoost', 'wholeFood', 'highCarb', 'lowFibre']",,,,"['energyBoost', 'highCarb', 'lowFibre']"
Veg Biryani,Indian,290.0,10.0,40.0,10.0,2.0,2.0,,,,,"['energyBoost', 'wholeFood', 'highCarb', 'lowFibre']",,,,"['energyBoost', 'highCarb', 'lowFibre']"
Chicken Biryani,Indian,240.0,27.0,4.0,12.0,1.0,2.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,,,"['highProtein', 'lowFibre', 'lowCarb']"
Mutton Biryani,Indian,294.0,25.0,0.0,21.0,0.0,0.0,,,,,"['lowCarb', 'highProtein', 'lowFibre', 'noAddedSugar']",,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb']"
Fish Curry,Indian,206.0,22.0,0.0,12.0,0.0,0.0,,,,,"['lowCarb', 'highProtein', 'lowFibre', 'noAddedSugar']",,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb']"
Prawn Curry,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Paneer Butter Masala,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,,,"['highProtein', 'lowFibre', 'lowCarb']"
Shahi Paneer,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,,,"['highProtein', 'lowFibre', 'lowCarb']"
Kadai Paneer,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,,,"['highProtein', 'lowFibre', 'lowCarb']"
Palak Paneer,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,,,"['highProtein', 'lowFibre', 'lowCarb']"
Matar Paneer,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,,,"['highProtein', 'lowFibre', 'lowCarb']"
Paneer Bhurji,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,,,"['highProtein', 'lowFibre', 'lowCarb']"
Aloo Gobi,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Baingan Bharta,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Bhindi Fry,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Mix Veg,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Jeera Rice,Indian,130.0,2.5,28.0,0.3,0.5,0.0,,,,,"['lowProtein', 'noAddedSugar', 'high_glycemic', 'highCarb', 'lowFibre', 'energyBoost']",,,,"['lowProtein', 'noAddedSugar', 'highCarb', 'lowFibre', 'energyBoost']"
Curd Rice,Indian,130.0,2.5,28.0,0.3,0.5,0.0,,,,,"['lowProtein', 'noAddedSugar', 'high_glycemic', 'highCarb', 'lowFibre', 'energyBoost']",,,,"['lowProtein', 'noAddedSugar', 'highCarb', 'lowFibre', 'energyBoost']"
Lemon Rice,Indian,130.0,2.5,28.0,0.3,0.5,0.0,,,,,"['lowProtein', 'noAddedSugar', 'high_glycemic', 'highCarb', 'lowFibre', 'energyBoost']",,,,"['lowProtein', 'noAddedSugar', 'highCarb', 'lowFibre', 'energyBoost']"
Tamarind Rice,Indian,130.0,2.5,28.0,0.3,0.5,0.0,,,,,"['lowProtein', 'noAddedSugar', 'high_glycemic', 'highCarb', 'lowFibre', 'energyBoost']",,,,"['lowProtein', 'noAddedSugar', 'highCarb', 'lowFibre', 'energyBoost']"
Fried Rice,Indian,130.0,2.5,28.0,0.3,0.5,0.0,,,,,"['lowProtein', 'noAddedSugar', 'high_glycemic', 'highCarb', 'lowFibre', 'energyBoost']",,,,"['lowProtein', 'noAddedSugar', 'highCarb', 'lowFibre', 'energyBoost']"
Veg Pulao,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Chicken Pulao,Indian,240.0,27.0,4.0,12.0,1.0,2.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,,,"['highProtein', 'lowFibre', 'lowCarb']"
Aloo Tikki,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Samosa,Indian,262.0,4.0,24.0,17.0,2.0,1.0,,,,,"['lowProtein', 'energyBoost', 'processed', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Kachori,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'processed', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Pani Puri,Indian,101.0,2.0,11.0,6.0,1.0,0.5,,,,,"['lowProtein', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'lowFibre']"
Bhel Puri,Indian,101.0,2.0,11.0,6.0,1.0,0.5,,,,,"['lowProtein', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'lowFibre']"
Dahi Puri,Indian,101.0,2.0,11.0,6.0,1.0,0.5,,,,,"['lowProtein', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'lowFibre']"
Sev Puri,Indian,101.0,2.0,11.0,6.0,1.0,0.5,,,,,"['lowProtein', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'lowFibre']"
Vada Pav,Indian,150.0,4.0,28.0,2.0,1.0,3.0,,,,,"['lowProtein', 'high_glycemic', 'highCarb', 'lowFibre', 'energyBoost', 'processed']",,,,"['lowProtein', 'energyBoost', 'highCarb', 'lowFibre']"
Misal Pav,Indian,150.0,4.0,28.0,2.0,1.0,3.0,,,,,"['lowProtein', 'high_glycemic', 'highCarb', 'lowFibre', 'energyBoost', 'processed']",,,,"['lowProtein', 'energyBoost', 'highCarb', 'lowFibre']"
Pav Bhaji,Indian,150.0,4.0,28.0,2.0,1.0,3.0,,,,,"['lowProtein', 'high_glycemic', 'highCarb', 'lowFibre', 'energyBoost', 'processed']",,,,"['lowProtein', 'energyBoost', 'highCarb', 'lowFibre']"
Idiyappam,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Appam,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Fish Fry,Indian,206.0,22.0,0.0,12.0,0.0,0.0,,,,,"['lowCarb', 'highProtein', 'lowFibre', 'noAddedSugar']",,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb']"
Tandoori Chicken,Indian,240.0,27.0,4.0,12.0,1.0,2.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,,,"['highProtein', 'lowFibre', 'lowCarb']"
Chicken Curry,Indian,240.0,27.0,4.0,12.0,1.0,2.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,,,"['highProtein', 'lowFibre', 'lowCarb']"
Mutton Curry,Indian,294.0,25.0,0.0,21.0,0.0,0.0,,,,,"['lowCarb', 'highProtein', 'lowFibre', 'noAddedSugar']",,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb']"
Egg Curry,Indian,155.0,13.0,1.0,11.0,0.0,1.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,,,"['lowFibre', 'lowCarb']"
Egg Bhurji,Indian,155.0,13.0,1.0,11.0,0.0,1.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,,,"['lowFibre', 'lowCarb']"
Omelette,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Chole Bhature,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Rasgulla,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Gulab Jamun,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Jalebi,Indian,150.0,1.0,35.0,0.5,0.0,30.0,,,,,"['lowProtein', 'high_glycemic', 'highCarb', 'lowFibre', 'sugary', 'energyBoost']",,,,"['lowProtein', 'highCarb', 'lowFibre', 'sugary', 'energyBoost']"
Kheer,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Payasam,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Lassi,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Buttermilk,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Curd,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Paneer,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,,,"['highProtein', 'lowFibre', 'lowCarb']"
Milk,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Tea,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'lowFibre', 'caffeine', 'energyBoost', 'wholeFood']",,,,"['lowProtein', 'energyBoost', 'caffeine', 'lowFibre']"
Masala Chai,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Filter Coffee,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'lowFibre', 'caffeine', 'energyBoost', 'wholeFood']",,,,"['lowProtein', 'energyBoost', 'caffeine', 'lowFibre']"
Thali,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Rasgulla,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Peda,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Sandesh,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Dhokla,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Khandvi,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Handvo,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Undhiyu,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Dal Dhokli,Indian,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['highCarb', 'highFibre', 'gutFriendly', 'energyBoost', 'wholeFood']",,,,"['gutFriendly', 'energyBoost', 'highFibre', 'highCarb']"
Kadhi,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Kadhi Chawal,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Chole Kulche,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Kulcha,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Sarson da Saag,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Makki di Roti,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Momos,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Chicken Momos,Indian,240.0,27.0,4.0,12.0,1.0,2.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,,,"['highProtein', 'lowFibre', 'lowCarb']"
Veg Momos,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Hakka Noodles,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Schezwan Noodles,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Gobi Manchurian,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Paneer Manchurian,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb']",,,,"['highProtein', 'lowFibre', 'lowCarb']"
Veg Soup,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Tomato Soup,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Sweet Corn Soup,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Manchow Soup,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Rava Idli,Indian,60.0,2.0,12.0,0.4,1.0,0.5,,,,,"['lowProtein', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'lowFibre']"
Kesari Bath,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Gajar Halwa,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Besan Ladoo,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Modak,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Puran Poli,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
Sheera,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'energyBoost', 'wholeFood', 'lowFibre']",,,,"['lowProtein', 'energyBoost', 'lowFibre']"
